method,mu_built_in,mu_emp,mod,nc,nc_norm,nmi
LD,0.9049,0.9049,0.0278,28,0.7567567567567568,0.113
LP,0.944,0.944,0.0217,65,1.7567567567567568,0.223
ML,0.9277,0.9277,0.0249,35,0.9459459459459459,0.149
WT,0.9425,0.9425,0.0312,96,2.5945945945945947,0.265
LV,0.9247,0.9247,0.03,37,1,0.167
LD,0.9108,0.9108,0.0189,27,0.7297297297297297,0.106
LP,0.949,0.949,0.0173,61,1.6486486486486487,0.223
ML,0.9366,0.9366,0.0168,35,0.9459459459459459,0.151
WT,0.945,0.945,0.0271,96,2.5945945945945947,0.263
LV,0.9267,0.9267,0.0236,35,0.9459459459459459,0.15
LD,0.9098,0.9098,0.0117,28,0.7567567567567568,0.101
LP,0.9386,0.9386,0.029,71,1.9189189189189189,0.245
ML,0.9247,0.9247,0.0292,36,0.972972972972973,0.152
WT,0.9524,0.9524,0.0209,96,2.5945945945945947,0.269
LV,0.9316,0.9316,0.0244,37,1,0.155
LD,0.9093,0.9093,0.0224,29,0.7837837837837838,0.112
LP,0.9336,0.9336,0.0326,64,1.7297297297297298,0.235
ML,0.9217,0.9217,0.0295,34,0.918918918918919,0.146
WT,0.9514,0.9514,0.02,96,2.5945945945945947,0.27
LV,0.9247,0.9247,0.0238,34,0.918918918918919,0.145
LD,0.9039,0.9039,0.0281,28,0.7567567567567568,0.108
LP,0.939,0.939,0.0287,73,1.972972972972973,0.241
ML,0.9306,0.9306,0.0222,35,0.9459459459459459,0.152
WT,0.9435,0.9435,0.0307,96,2.5945945945945947,0.256
LV,0.9336,0.9336,0.0201,35,0.9459459459459459,0.155
LD,0.888,0.888,0.0314,29,0.7837837837837838,0.118
LP,0.9445,0.9445,0.0241,67,1.8108108108108107,0.231
ML,0.94,0.94,0.0184,37,1,0.154
WT,0.9395,0.9395,0.0259,96,2.5945945945945947,0.261
LV,0.9351,0.9351,0.0231,38,1.027027027027027,0.161
LD,0.8935,0.8935,0.0339,28,0.7567567567567568,0.107
LP,0.95,0.95,0.018,64,1.7297297297297298,0.233
ML,0.9291,0.9291,0.0289,37,1,0.164
WT,0.9519,0.9519,0.0185,96,2.5945945945945947,0.256
LV,0.9351,0.9351,0.0195,35,0.9459459459459459,0.146
LD,0.9044,0.9044,0.0195,26,0.7027027027027027,0.099
LP,0.9465,0.9465,0.0219,69,1.864864864864865,0.243
ML,0.9361,0.9361,0.0165,34,0.918918918918919,0.138
WT,0.947,0.947,0.0258,96,2.5945945945945947,0.259
LV,0.9331,0.9331,0.0198,34,0.918918918918919,0.144
LD,0.8722,0.8722,0.0406,26,0.7027027027027027,0.102
LP,0.9386,0.9386,0.0311,71,1.9189189189189189,0.24
ML,0.9217,0.9217,0.0306,35,0.9459459459459459,0.146
WT,0.9445,0.9445,0.0282,96,2.5945945945945947,0.266
LV,0.9247,0.9247,0.0299,35,0.9459459459459459,0.148
LD,0.9128,0.9128,0.0172,29,0.7837837837837838,0.1
LP,0.948,0.948,0.0202,67,1.8108108108108107,0.231
ML,0.9306,0.9306,0.0236,36,0.972972972972973,0.166
WT,0.942,0.942,0.0284,96,2.5945945945945947,0.27
LV,0.9222,0.9222,0.0284,34,0.918918918918919,0.142
LD,0.9009,0.9009,0.0235,27,0.7297297297297297,0.101
LP,0.9485,0.9485,0.0244,66,1.7837837837837838,0.234
ML,0.9252,0.9252,0.0281,35,0.9459459459459459,0.141
WT,0.9445,0.9445,0.0254,96,2.5945945945945947,0.271
LV,0.9316,0.9316,0.0238,35,0.9459459459459459,0.149
LD,0.8989,0.8989,0.0186,26,0.7027027027027027,0.093
LP,0.945,0.945,0.0263,67,1.8108108108108107,0.235
ML,0.9351,0.9351,0.0166,35,0.9459459459459459,0.144
WT,0.9351,0.9351,0.031,96,2.5945945945945947,0.271
LV,0.9351,0.9351,0.0214,36,0.972972972972973,0.153
LD,0.9103,0.9103,0.0162,27,0.7297297297297297,0.105
LP,0.9465,0.9465,0.0234,64,1.7297297297297298,0.239
ML,0.9326,0.9326,0.0229,36,0.972972972972973,0.155
WT,0.947,0.947,0.0238,96,2.5945945945945947,0.274
