mu,met,j,nmi,nc_norm
60,LV_inc05_ST,0,0.176,0.6216
60,LV_inc05_ST,0,0.188,0.6486
60,LV_inc05_ST,0,0.198,0.6757
60,LV_inc05_ST,0,0.173,0.5946
60,LV_inc05_ST,0,0.214,0.7027
60,LV_inc05_ST,0,0.181,0.6486
60,LV_inc05_ST,0,0.187,0.6486
60,LV_inc05_ST,0,0.153,0.5405
60,LV_inc05_ST,0,0.187,0.6486
60,LV_inc05_ST,0,0.195,0.6486
60,LV_inc05_ST,0,0.179,0.6216
60,LV_inc05_ST,0,0.174,0.5946
60,LV_inc05_ST,0,0.179,0.6216
60,LV_inc05_ST,0,0.175,0.5946
60,LV_inc05_ST,0,0.175,0.6216
60,LV_inc05_ST,0,0.194,0.6757
60,LV_inc05_ST,0,0.186,0.6216
60,LV_inc05_ST,0,0.186,0.6757
60,LV_inc05_ST,0,0.179,0.6216
60,LV_inc05_ST,0,0.19,0.6757
60,LV_inc05_ST,0,0.182,0.6216
60,LV_inc05_ST,0,0.186,0.6486
60,LV_inc05_ST,0,0.181,0.6486
60,LV_inc05_ST,0,0.186,0.6757
60,LV_inc05_ST,0,0.169,0.5676
60,LV_cons_gamma_LIM,0,0.407,4.8378
60,LV_cons_LF,1,0.343,2.3784
60,LV_cons_LF,2,0.344,2.4054
60,LV_cons_LF,3,0.344,2.4054
